videoID,personName,imageHeight,imageWidth,videoDuration,averageFaceSize,numVideosForPerson
George_W_Bush_1,George_W_Bush,175.0,180.0,122.0,68.18032786890001,5.0
George_W_Bush_2,George_W_Bush,233.0,244.0,63.0,113.76190476200001,5.0
George_W_Bush_3,George_W_Bush,144.0,131.0,78.0,66.2051282051,5.0
George_W_Bush_4,George_W_Bush,238.0,244.0,195.0,98.0974358974,5.0
Kim_Gandy_0,Kim_Gandy,226.0,179.0,103.0,89.0485436893,5.0
Kim_Gandy_2,Kim_Gandy,189.0,176.0,240.0,69.6833333333,5.0
Kim_Gandy_3,Kim_Gandy,140.0,132.0,111.0,61.7117117117,5.0
Kim_Gandy_4,Kim_Gandy,184.0,181.0,55.0,81.9090909091,5.0
Kim_Gandy_5,Kim_Gandy,171.0,157.0,78.0,59.6666666667,5.0
Maria_Bello_1,Maria_Bello,149.0,153.0,131.0,61.5801526718,5.0
Maria_Bello_2,Maria_Bello,311.0,245.0,43.0,134.069767442,5.0
Maria_Bello_3,Maria_Bello,195.0,165.0,126.0,80.45238095239999,5.0
Maria_Bello_4,Maria_Bello,133.0,117.0,199.0,61.472361809,5.0
Maria_Bello_5,Maria_Bello,207.0,256.0,99.0,95.6161616162,5.0
Mary_Matalin_0,Mary_Matalin,131.0,116.0,161.0,46.75776397520001,5.0
Mary_Matalin_1,Mary_Matalin,330.0,296.0,240.0,151.008333333,5.0
Mary_Matalin_2,Mary_Matalin,200.0,154.0,240.0,70.35,5.0
Mary_Matalin_3,Mary_Matalin,175.0,154.0,240.0,68.25,5.0
Mary_Matalin_5,Mary_Matalin,195.0,181.0,240.0,91.1083333333,5.0
Narendra_Modi_0,Narendra_Modi,163.0,132.0,47.0,76.1276595745,5.0
Narendra_Modi_1,Narendra_Modi,161.0,152.0,240.0,64.9125,5.0
Narendra_Modi_2,Narendra_Modi,174.0,115.0,91.0,60.0659340659,5.0
Narendra_Modi_3,Narendra_Modi,141.0,131.0,111.0,60.6846846847,5.0
Narendra_Modi_4,Narendra_Modi,164.0,148.0,67.0,67.223880597,5.0
Newt_Gingrich_0,Newt_Gingrich,288.0,254.0,43.0,128.48837209299998,5.0
Newt_Gingrich_1,Newt_Gingrich,332.0,276.0,71.0,142.957746479,5.0
Newt_Gingrich_2,Newt_Gingrich,246.0,228.0,171.0,77.2514619883,5.0
Newt_Gingrich_3,Newt_Gingrich,225.0,190.0,59.0,94.9322033898,5.0
Newt_Gingrich_4,Newt_Gingrich,203.0,282.0,223.0,86.1165919283,5.0
Nicanor_Duarte_Frutos_0,Nicanor_Duarte_Frutos,203.0,179.0,49.0,97.20408163270001,5.0
Nicanor_Duarte_Frutos_1,Nicanor_Duarte_Frutos,164.0,143.0,60.0,69.1166666667,5.0
Nicanor_Duarte_Frutos_2,Nicanor_Duarte_Frutos,107.0,79.0,240.0,41.2291666667,5.0
Nicanor_Duarte_Frutos_3,Nicanor_Duarte_Frutos,264.0,243.0,240.0,114.083333333,5.0
Nicanor_Duarte_Frutos_5,Nicanor_Duarte_Frutos,168.0,169.0,43.0,74.6511627907,5.0
Norm_Macdonald_0,Norm_Macdonald,163.0,153.0,95.0,72.57894736840001,5.0
Norm_Macdonald_1,Norm_Macdonald,128.0,109.0,240.0,55.2291666667,5.0
Norm_Macdonald_2,Norm_Macdonald,163.0,158.0,115.0,67.6869565217,5.0
Norm_Macdonald_4,Norm_Macdonald,175.0,181.0,240.0,74.5833333333,5.0
Norm_Macdonald_5,Norm_Macdonald,205.0,207.0,175.0,88.11428571430001,5.0
Paul_Bremer_0,Paul_Bremer,184.0,153.0,79.0,80.4303797468,5.0
Paul_Bremer_2,Paul_Bremer,288.0,277.0,193.0,129.47150259100002,5.0
Paul_Bremer_3,Paul_Bremer,339.0,271.0,50.0,166.0,5.0
Paul_Bremer_4,Paul_Bremer,269.0,227.0,240.0,120.316666667,5.0
Paul_Bremer_5,Paul_Bremer,228.0,245.0,240.0,106.866666667,5.0
Paul_Celluci_0,Paul_Celluci,132.0,189.0,240.0,49.7791666667,5.0
Paul_Celluci_2,Paul_Celluci,240.0,122.0,240.0,51.0666666667,5.0
Paul_Celluci_3,Paul_Celluci,190.0,149.0,53.0,79.0,5.0
Paul_Celluci_4,Paul_Celluci,206.0,170.0,240.0,83.0041666667,5.0
Paul_Celluci_5,Paul_Celluci,138.0,127.0,46.0,52.0,5.0
Phil_Gramm_1,Phil_Gramm,191.0,149.0,60.0,84.3666666667,5.0
Phil_Gramm_2,Phil_Gramm,184.0,143.0,63.0,78.1111111111,5.0
Phil_Gramm_3,Phil_Gramm,250.0,200.0,67.0,110.597014925,5.0
Phil_Gramm_4,Phil_Gramm,279.0,211.0,55.0,112.4,5.0
Phil_Gramm_5,Phil_Gramm,336.0,280.0,71.0,153.633802817,5.0
Ray_Romano_0,Ray_Romano,111.0,132.0,141.0,47.1843971631,5.0
Ray_Romano_1,Ray_Romano,140.0,147.0,120.0,59.025,5.0
Ray_Romano_2,Ray_Romano,369.0,288.0,43.0,173.302325581,5.0
Ray_Romano_3,Ray_Romano,81.0,84.0,78.0,41.1282051282,5.0
Ray_Romano_5,Ray_Romano,136.0,138.0,46.0,60.152173913,5.0
Richard_Rodriguez_0,Richard_Rodriguez,220.0,195.0,229.0,90.84716157209999,5.0
Richard_Rodriguez_1,Richard_Rodriguez,187.0,158.0,111.0,84.5945945946,5.0
Richard_Rodriguez_2,Richard_Rodriguez,240.0,241.0,91.0,127.19780219799999,5.0
Richard_Rodriguez_3,Richard_Rodriguez,211.0,186.0,78.0,93.0384615385,5.0
Richard_Rodriguez_5,Richard_Rodriguez,188.0,173.0,240.0,73.425,5.0
Richard_Shelby_0,Richard_Shelby,171.0,127.0,191.0,62.1570680628,5.0
Richard_Shelby_1,Richard_Shelby,299.0,250.0,200.0,134.5,5.0
Richard_Shelby_2,Richard_Shelby,186.0,158.0,240.0,88.34166666670001,5.0
Richard_Shelby_3,Richard_Shelby,162.0,148.0,240.0,78.4583333333,5.0
Richard_Shelby_4,Richard_Shelby,275.0,218.0,240.0,120.8,5.0
Robert_Nardelli_1,Robert_Nardelli,261.0,256.0,120.0,105.166666667,5.0
Robert_Nardelli_2,Robert_Nardelli,148.0,152.0,43.0,55.162790697700004,5.0
Robert_Nardelli_3,Robert_Nardelli,188.0,207.0,43.0,83.8604651163,5.0
Robert_Nardelli_4,Robert_Nardelli,237.0,218.0,111.0,84.5765765766,5.0
Robert_Nardelli_5,Robert_Nardelli,191.0,259.0,70.0,77.6428571429,5.0
Tara_VanDerveer_0,Tara_VanDerveer,211.0,159.0,71.0,90.4507042254,5.0
Tara_VanDerveer_1,Tara_VanDerveer,200.0,170.0,240.0,94.34166666670001,5.0
Tara_VanDerveer_3,Tara_VanDerveer,120.0,116.0,131.0,49.320610687,5.0
Tara_VanDerveer_4,Tara_VanDerveer,297.0,288.0,104.0,137.692307692,5.0
Tara_VanDerveer_5,Tara_VanDerveer,246.0,196.0,240.0,93.1875,5.0
Tavis_Smiley_0,Tavis_Smiley,200.0,170.0,108.0,97.5555555556,5.0
Tavis_Smiley_2,Tavis_Smiley,236.0,218.0,49.0,106.897959184,5.0
Tavis_Smiley_3,Tavis_Smiley,166.0,152.0,135.0,68.5703703704,5.0
Tavis_Smiley_4,Tavis_Smiley,202.0,201.0,55.0,91.98181818180001,5.0
Tavis_Smiley_5,Tavis_Smiley,179.0,149.0,63.0,83.5238095238,5.0
Agbani_Darego_0,Agbani_Darego,121.0,132.0,178.0,48.2359550562,4.0
Agbani_Darego_2,Agbani_Darego,252.0,202.0,65.0,123.0,4.0
Agbani_Darego_4,Agbani_Darego,269.0,266.0,64.0,144.546875,4.0
Agbani_Darego_5,Agbani_Darego,332.0,272.0,46.0,156.804347826,4.0
Agnes_Bruckner_0,Agnes_Bruckner,219.0,165.0,83.0,91.1204819277,4.0
Agnes_Bruckner_1,Agnes_Bruckner,278.0,377.0,45.0,188.71111111099998,4.0
Agnes_Bruckner_2,Agnes_Bruckner,254.0,221.0,74.0,118.135135135,4.0
Agnes_Bruckner_4,Agnes_Bruckner,224.0,165.0,53.0,81.5660377358,4.0
Ahmed_Ahmed_0,Ahmed_Ahmed,336.0,387.0,191.0,148.287958115,4.0
Ahmed_Ahmed_1,Ahmed_Ahmed,153.0,148.0,67.0,67.2686567164,4.0
Ahmed_Ahmed_4,Ahmed_Ahmed,124.0,152.0,89.0,51.9213483146,4.0
Ahmed_Ahmed_5,Ahmed_Ahmed,235.0,180.0,227.0,71.6916299559,4.0
Aidan_Quinn_0,Aidan_Quinn,203.0,176.0,70.0,70.1714285714,4.0
Aidan_Quinn_1,Aidan_Quinn,211.0,169.0,81.0,101.77777777799999,4.0
Aidan_Quinn_2,Aidan_Quinn,299.0,237.0,50.0,121.76,4.0
Aidan_Quinn_3,Aidan_Quinn,112.0,276.0,58.0,44.0172413793,4.0
Aishwarya_Rai_0,Aishwarya_Rai,174.0,191.0,70.0,58.471428571400004,4.0
Aishwarya_Rai_1,Aishwarya_Rai,330.0,281.0,68.0,157.01470588200002,4.0
Aishwarya_Rai_4,Aishwarya_Rai,240.0,210.0,57.0,105.89473684200001,4.0
Aishwarya_Rai_5,Aishwarya_Rai,168.0,115.0,64.0,47.34375,4.0
Aleksander_Kwasniewski_0,Aleksander_Kwasniewski,124.0,116.0,44.0,54.2272727273,4.0
Aleksander_Kwasniewski_1,Aleksander_Kwasniewski,152.0,133.0,169.0,59.5917159763,4.0
Aleksander_Kwasniewski_2,Aleksander_Kwasniewski,199.0,189.0,78.0,73.1794871795,4.0
Aleksander_Kwasniewski_3,Aleksander_Kwasniewski,175.0,170.0,45.0,74.1111111111,4.0
Ali_Abbas_2,Ali_Abbas,99.0,109.0,43.0,41.6976744186,4.0
Ali_Abbas_3,Ali_Abbas,392.0,320.0,59.0,180.762711864,4.0
Ali_Abbas_4,Ali_Abbas,219.0,208.0,55.0,109.927272727,4.0
Ali_Abbas_5,Ali_Abbas,240.0,256.0,99.0,118.444444444,4.0
Alicia_Silverstone_0,Alicia_Silverstone,168.0,186.0,63.0,76.1428571429,4.0
Alicia_Silverstone_1,Alicia_Silverstone,257.0,227.0,43.0,120.95348837200001,4.0
Alicia_Silverstone_2,Alicia_Silverstone,171.0,196.0,67.0,76.3880597015,4.0
Alicia_Silverstone_5,Alicia_Silverstone,150.0,142.0,72.0,51.1805555556,4.0
Alma_Powell_0,Alma_Powell,115.0,106.0,42.0,50.928571428599994,4.0
Alma_Powell_1,Alma_Powell,140.0,106.0,48.0,63.5208333333,4.0
Alma_Powell_4,Alma_Powell,176.0,174.0,240.0,58.3041666667,4.0
Alma_Powell_5,Alma_Powell,270.0,232.0,179.0,101.69273743,4.0
Alvaro_Silva_Calderon_0,Alvaro_Silva_Calderon,104.0,90.0,59.0,44.762711864399996,4.0
Alvaro_Silva_Calderon_1,Alvaro_Silva_Calderon,183.0,152.0,179.0,78.6145251397,4.0
Alvaro_Silva_Calderon_3,Alvaro_Silva_Calderon,174.0,173.0,47.0,78.2553191489,4.0
Amelia_Vega_1,Amelia_Vega,208.0,176.0,47.0,94.2978723404,4.0
Amelia_Vega_2,Amelia_Vega,229.0,169.0,47.0,79.42553191489999,4.0
Amelia_Vega_3,Amelia_Vega,327.0,265.0,87.0,135.977011494,4.0
Amelia_Vega_4,Amelia_Vega,164.0,179.0,75.0,70.9466666667,4.0
Barbara_Bodine_0,Barbara_Bodine,160.0,120.0,63.0,68.7619047619,4.0
Barbara_Bodine_2,Barbara_Bodine,127.0,101.0,124.0,59.4112903226,4.0
Barbara_Bodine_4,Barbara_Bodine,168.0,158.0,194.0,69.35051546390001,4.0
Barbara_Bodine_5,Barbara_Bodine,120.0,121.0,240.0,50.1666666667,4.0
Barbara_Walters_0,Barbara_Walters,336.0,381.0,195.0,174.471794872,4.0
Barbara_Walters_2,Barbara_Walters,218.0,196.0,87.0,105.32183908,4.0
Barbara_Walters_4,Barbara_Walters,172.0,142.0,55.0,74.9090909091,4.0
Barbara_Walters_5,Barbara_Walters,193.0,158.0,240.0,84.5375,4.0
Barry_Alvarez_0,Barry_Alvarez,192.0,169.0,60.0,83.0,4.0
Barry_Alvarez_1,Barry_Alvarez,218.0,206.0,240.0,97.5583333333,4.0
Barry_Alvarez_2,Barry_Alvarez,300.0,344.0,63.0,206.47619047599997,4.0
Barry_Alvarez_3,Barry_Alvarez,234.0,222.0,51.0,121.588235294,4.0
Ben_Stein_1,Ben_Stein,196.0,298.0,240.0,137.420833333,4.0
Ben_Stein_3,Ben_Stein,294.0,295.0,56.0,167.910714286,4.0
Ben_Stein_4,Ben_Stein,167.0,141.0,111.0,75.2072072072,4.0
Ben_Stein_5,Ben_Stein,194.0,190.0,109.0,95.3302752294,4.0
Benjamin_Netanyahu_0,Benjamin_Netanyahu,207.0,179.0,83.0,75.66265060239999,4.0
Benjamin_Netanyahu_1,Benjamin_Netanyahu,209.0,200.0,240.0,97.8291666667,4.0
Benjamin_Netanyahu_3,Benjamin_Netanyahu,147.0,153.0,131.0,57.7709923664,4.0
Benjamin_Netanyahu_4,Benjamin_Netanyahu,139.0,109.0,240.0,50.2833333333,4.0
Carlo_Azeglio_Ciampi_1,Carlo_Azeglio_Ciampi,200.0,137.0,240.0,69.9541666667,4.0
Carlo_Azeglio_Ciampi_2,Carlo_Azeglio_Ciampi,95.0,77.0,43.0,40.7441860465,4.0
Carlo_Azeglio_Ciampi_5,Carlo_Azeglio_Ciampi,132.0,106.0,240.0,47.2916666667,4.0
Carlos_Iturgaitz_1,Carlos_Iturgaitz,128.0,95.0,120.0,48.3666666667,4.0
Carlos_Iturgaitz_2,Carlos_Iturgaitz,131.0,105.0,208.0,58.1009615385,4.0
Carlos_Iturgaitz_3,Carlos_Iturgaitz,103.0,83.0,240.0,51.0,4.0
Carlos_Iturgaitz_5,Carlos_Iturgaitz,137.0,125.0,240.0,53.7333333333,4.0
Cecilia_Cheung_0,Cecilia_Cheung,215.0,142.0,51.0,77.2156862745,4.0
Cecilia_Cheung_1,Cecilia_Cheung,215.0,173.0,73.0,81.5342465753,4.0
Cecilia_Cheung_2,Cecilia_Cheung,131.0,111.0,240.0,54.625,4.0
Cecilia_Cheung_5,Cecilia_Cheung,141.0,115.0,72.0,59.3333333333,4.0
Charlotte_Rampling_0,Charlotte_Rampling,219.0,186.0,77.0,83.2207792208,4.0
Charlotte_Rampling_3,Charlotte_Rampling,159.0,157.0,76.0,70.07894736840001,4.0
Charlotte_Rampling_4,Charlotte_Rampling,203.0,158.0,195.0,80.158974359,4.0
Charlotte_Rampling_5,Charlotte_Rampling,364.0,314.0,240.0,146.69166666700002,4.0
Cherie_Blair_0,Cherie_Blair,194.0,148.0,67.0,87.6865671642,4.0
Cherie_Blair_2,Cherie_Blair,215.0,218.0,95.0,95.73684210530001,4.0
Cherie_Blair_3,Cherie_Blair,231.0,205.0,75.0,90.1866666667,4.0
Cherie_Blair_4,Cherie_Blair,140.0,109.0,229.0,52.938864628800005,4.0
Chris_Matthews_0,Chris_Matthews,195.0,173.0,115.0,79.44347826090001,4.0
Chris_Matthews_1,Chris_Matthews,211.0,168.0,191.0,85.99476439790001,4.0
Chris_Matthews_3,Chris_Matthews,187.0,169.0,240.0,76.7666666667,4.0
Chris_Matthews_5,Chris_Matthews,201.0,175.0,147.0,87.73469387760001,4.0
Christopher_Walken_0,Christopher_Walken,154.0,153.0,240.0,71.6791666667,4.0
Christopher_Walken_2,Christopher_Walken,240.0,244.0,51.0,124.764705882,4.0
Christopher_Walken_4,Christopher_Walken,135.0,110.0,79.0,62.164556962,4.0
Christopher_Walken_5,Christopher_Walken,144.0,104.0,240.0,53.9166666667,4.0
Chuck_Hagel_2,Chuck_Hagel,194.0,168.0,99.0,76.0404040404,4.0
Chuck_Hagel_3,Chuck_Hagel,285.0,244.0,240.0,121.675,4.0
Chuck_Hagel_4,Chuck_Hagel,132.0,105.0,51.0,51.7647058824,4.0
Chuck_Hagel_5,Chuck_Hagel,175.0,142.0,47.0,82.1489361702,4.0
Clark_Randt_1,Clark_Randt,219.0,227.0,103.0,87.4368932039,4.0
Clark_Randt_2,Clark_Randt,147.0,131.0,71.0,59.901408450699996,4.0
Clark_Randt_4,Clark_Randt,144.0,175.0,139.0,60.1294964029,4.0
Clark_Randt_5,Clark_Randt,150.0,125.0,119.0,57.0672268908,4.0
Clay_Aiken_0,Clay_Aiken,357.0,350.0,83.0,166.626506024,4.0
Clay_Aiken_3,Clay_Aiken,224.0,186.0,63.0,98.3492063492,4.0
Clay_Aiken_4,Clay_Aiken,197.0,186.0,153.0,95.47058823530001,4.0
Clay_Aiken_5,Clay_Aiken,360.0,423.0,83.0,213.939759036,4.0
Clint_Howard_0,Clint_Howard,175.0,169.0,48.0,79.2708333333,4.0
Clint_Howard_1,Clint_Howard,218.0,211.0,46.0,116.97826087,4.0
Clint_Howard_2,Clint_Howard,240.0,229.0,91.0,133.46153846200002,4.0
Clint_Howard_3,Clint_Howard,264.0,287.0,115.0,145.043478261,4.0
Condoleezza_Rice_1,Condoleezza_Rice,158.0,152.0,240.0,69.9416666667,4.0
Condoleezza_Rice_2,Condoleezza_Rice,360.0,361.0,46.0,206.97826087,4.0
Condoleezza_Rice_3,Condoleezza_Rice,188.0,165.0,199.0,85.8391959799,4.0
Condoleezza_Rice_4,Condoleezza_Rice,206.0,180.0,45.0,110.0,4.0
Connie_Chung_2,Connie_Chung,208.0,173.0,129.0,79.72868217050001,4.0
Connie_Chung_3,Connie_Chung,292.0,240.0,240.0,130.820833333,4.0
Connie_Chung_4,Connie_Chung,356.0,301.0,199.0,132.38190954799998,4.0
Connie_Chung_5,Connie_Chung,240.0,126.0,95.0,58.926315789499995,4.0
Craig_David_1,Craig_David,186.0,190.0,83.0,89.27710843370001,4.0
Craig_David_2,Craig_David,185.0,180.0,179.0,88.2458100559,4.0
Craig_David_3,Craig_David,192.0,185.0,107.0,89.2990654206,4.0
Craig_David_5,Craig_David,235.0,211.0,47.0,94.51063829790002,4.0
Dai_Bachtiar_0,Dai_Bachtiar,239.0,229.0,240.0,96.825,4.0
Dai_Bachtiar_1,Dai_Bachtiar,299.0,288.0,240.0,129.25416666700002,4.0
Dai_Bachtiar_2,Dai_Bachtiar,300.0,286.0,240.0,130.045833333,4.0
Dai_Bachtiar_5,Dai_Bachtiar,163.0,158.0,200.0,76.66,4.0
Daniel_Rouse_0,Daniel_Rouse,303.0,238.0,212.0,103.22641509399999,4.0
Daniel_Rouse_1,Daniel_Rouse,255.0,250.0,240.0,106.40833333299999,4.0
Daniel_Rouse_2,Daniel_Rouse,303.0,256.0,103.0,122.475728155,4.0
Daniel_Rouse_3,Daniel_Rouse,162.0,136.0,240.0,68.7666666667,4.0
Darrell_Issa_0,Darrell_Issa,146.0,116.0,115.0,62.165217391300004,4.0
Darrell_Issa_2,Darrell_Issa,115.0,99.0,240.0,45.7833333333,4.0
Darrell_Issa_3,Darrell_Issa,187.0,168.0,240.0,79.5375,4.0
Darrell_Issa_4,Darrell_Issa,169.0,173.0,240.0,82.5541666667,4.0
David_Brent_0,David_Brent,124.0,168.0,240.0,49.2958333333,4.0
David_Brent_1,David_Brent,177.0,207.0,71.0,70.91549295770001,4.0
David_Brent_2,David_Brent,215.0,164.0,55.0,78.5636363636,4.0
David_Brent_3,David_Brent,240.0,240.0,171.0,131.578947368,4.0
David_Caruso_0,David_Caruso,228.0,186.0,79.0,84.3164556962,4.0
David_Caruso_1,David_Caruso,123.0,99.0,45.0,55.2222222222,4.0
David_Caruso_3,David_Caruso,156.0,115.0,51.0,55.862745098000005,4.0
David_Caruso_4,David_Caruso,294.0,298.0,42.0,143.238095238,4.0
Edie_Falco_2,Edie_Falco,270.0,285.0,187.0,127.935828877,4.0
Edie_Falco_3,Edie_Falco,270.0,291.0,140.0,132.835714286,4.0
Edie_Falco_4,Edie_Falco,223.0,184.0,78.0,84.0641025641,4.0
Edie_Falco_5,Edie_Falco,372.0,368.0,67.0,198.343283582,4.0
Edward_Burns_1,Edward_Burns,120.0,111.0,44.0,65.52272727270001,4.0
Edward_Burns_2,Edward_Burns,184.0,200.0,93.0,77.8064516129,4.0
Edward_Burns_3,Edward_Burns,320.0,314.0,240.0,149.408333333,4.0
Edward_Burns_5,Edward_Burns,140.0,106.0,59.0,53.610169491499995,4.0
Edward_Norton_1,Edward_Norton,199.0,192.0,240.0,74.3291666667,4.0
Edward_Norton_3,Edward_Norton,152.0,132.0,133.0,62.766917293199995,4.0
Edward_Norton_4,Edward_Norton,159.0,143.0,103.0,68.4757281553,4.0
Edward_Norton_5,Edward_Norton,202.0,189.0,171.0,87.2807017544,4.0
Eliane_Karp_0,Eliane_Karp,263.0,244.0,51.0,93.6078431373,4.0
Eliane_Karp_1,Eliane_Karp,208.0,174.0,78.0,82.1794871795,4.0
Eliane_Karp_3,Eliane_Karp,319.0,265.0,123.0,129.699186992,4.0
Eliane_Karp_4,Eliane_Karp,188.0,184.0,240.0,80.5625,4.0
Eliza_Dushku_0,Eliza_Dushku,131.0,117.0,59.0,50.6779661017,4.0
Eliza_Dushku_1,Eliza_Dushku,191.0,164.0,99.0,87.77777777780001,4.0
Eliza_Dushku_2,Eliza_Dushku,240.0,233.0,43.0,159.76744186,4.0
Eliza_Dushku_3,Eliza_Dushku,192.0,173.0,55.0,89.63636363639999,4.0
Elton_John_1,Elton_John,226.0,233.0,47.0,111.48936170200001,4.0
Elton_John_2,Elton_John,240.0,263.0,43.0,124.465116279,4.0
Elton_John_3,Elton_John,260.0,218.0,63.0,122.888888889,4.0
Elton_John_4,Elton_John,238.0,237.0,92.0,116.804347826,4.0
Emilio_Botin_0,Emilio_Botin,196.0,190.0,240.0,78.5416666667,4.0
Emilio_Botin_2,Emilio_Botin,115.0,88.0,240.0,45.2041666667,4.0
Emilio_Botin_4,Emilio_Botin,136.0,104.0,70.0,57.185714285699994,4.0
Emma_Thompson_2,Emma_Thompson,216.0,190.0,113.0,92.46902654870001,4.0
Emma_Thompson_3,Emma_Thompson,191.0,174.0,95.0,88.0210526316,4.0
Emma_Thompson_4,Emma_Thompson,163.0,152.0,170.0,67.5352941176,4.0
Emma_Thompson_5,Emma_Thompson,143.0,144.0,80.0,53.15,4.0
Emmy_Rossum_2,Emmy_Rossum,360.0,389.0,55.0,224.61818181799998,4.0
Emmy_Rossum_3,Emmy_Rossum,240.0,253.0,93.0,132.462365591,4.0
Emmy_Rossum_4,Emmy_Rossum,216.0,192.0,55.0,96.3818181818,4.0
Emmy_Rossum_5,Emmy_Rossum,236.0,206.0,54.0,104.944444444,4.0
